period,stateRegionId,stateRegionDescription,marketTypeId,marketTypeDescription,price,sales,price-units,sales-units
2018,MD,Maryland,OM,Open Market,59.8,1199957,dollars per short ton,short tons
2018,SAT,South Atlantic,TOT,Total,76.06,109992316,dollars per short ton,short tons
2018,SAT,South Atlantic,OM,Open Market,65.72,56786620,dollars per short ton,short tons
2018,SAT,South Atlantic,CAP,Captive,43.2,13050504,dollars per short ton,short tons
2018,ND,North Dakota,TOT,Total,17.47,29693306,dollars per short ton,short tons
2018,ND,North Dakota,OM,Open Market,w,25436439,dollars per short ton,short tons
2018,ND,North Dakota,CAP,Captive,w,4256867,dollars per short ton,short tons
2018,MO,Missouri,TOT,Total,53,258902,dollars per short ton,short tons
2018,MO,Missouri,OM,Open Market,w,258902,dollars per short ton,short tons
2018,WNC,West North Central,TOT,Total,17.77,29952208,dollars per short ton,short tons
2018,WNC,West North Central,OM,Open Market,17.89,25695341,dollars per short ton,short tons
2018,WNC,West North Central,CAP,Captive,17.08,4256867,dollars per short ton,short tons
2018,OH,Ohio,TOT,Total,42.21,9758681,dollars per short ton,short tons
2018,OH,Ohio,OM,Open Market,w,7328991,dollars per short ton,short tons
2018,OH,Ohio,CAP,Captive,w,710346,dollars per short ton,short tons
2018,IN,Indiana,TOT,Total,40.85,34872452,dollars per short ton,short tons
2018,IN,Indiana,OM,Open Market,39.35,16887926,dollars per short ton,short tons
2018,IN,Indiana,CAP,Captive,43.12,13712830,dollars per short ton,short tons
2018,IL,Illinois,TOT,Total,39.29,49563928,dollars per short ton,short tons
2018,IL,Illinois,OM,Open Market,w,30931545,dollars per short ton,short tons
2018,IL,Illinois,CAP,Captive,w,4969372,dollars per short ton,short tons
2018,ENC,East North Central,TOT,Total,40.17,94195061,dollars per short ton,short tons
2018,ENC,East North Central,OM,Open Market,36.95,55148462,dollars per short ton,short tons
2018,ENC,East North Central,CAP,Captive,42.33,19392548,dollars per short ton,short tons
2018,PAB,Pennsylvania (Bituminous),TOT,Total,56.28,47794035,dollars per short ton,short tons
2018,PAB,Pennsylvania (Bituminous),OM,Open Market,w,34724998,dollars per short ton,short tons
2018,PAB,Pennsylvania (Bituminous),CAP,Captive,w,962790,dollars per short ton,short tons
2018,PAA,Pennsylvania (Anthracite),TOT,Total,99.97,1850975,dollars per short ton,short tons
2018,PAA,Pennsylvania (Anthracite),OM,Open Market,w,1520356,dollars per short ton,short tons
2018,PAA,Pennsylvania (Anthracite),CAP,Captive,w,267158,dollars per short ton,short tons
2018,PA,Pennsylvania,TOT,Total,57.91,49645010,dollars per short ton,short tons
2018,PA,Pennsylvania,OM,Open Market,w,36245354,dollars per short ton,short tons
2018,PA,Pennsylvania,CAP,Captive,w,1229948,dollars per short ton,short tons
2018,MAT,Middle Atlantic,TOT,Total,57.91,49645010,dollars per short ton,short tons
2018,MAT,Middle Atlantic,OM,Open Market,58.47,36245354,dollars per short ton,short tons
2017,MAT,Middle Atlantic,CAP,Captive,54.71,2489707,dollars per short ton,short tons
2017,US,U.S. Total,TOT,Total,33.72,772998025,dollars per short ton,short tons
2017,US,U.S. Total,OM,Open Market,31.8,477460076,dollars per short ton,short tons
2017,US,U.S. Total,CAP,Captive,20.6,211575969,dollars per short ton,short tons
2017,WMR,West of Mississippi River,TOT,Total,17.45,471846237,dollars per short ton,short tons
2017,WMR,West of Mississippi River,OM,Open Market,17.92,278912965,dollars per short ton,short tons
2017,WMR,West of Mississippi River,CAP,Captive,16.24,179607800,dollars per short ton,short tons
2017,EMR,East of Mississippi River,TOT,Total,59.21,301151788,dollars per short ton,short tons
2017,EMR,East of Mississippi River,OM,Open Market,51.31,198547111,dollars per short ton,short tons
2017,EMR,East of Mississippi River,CAP,Captive,45.12,31968169,dollars per short ton,short tons
2017,WST,West Total,TOT,Total,17.05,403623682,dollars per short ton,short tons
2017,WST,West Total,OM,Open Market,17.03,246654028,dollars per short ton,short tons
2017,WST,West Total,CAP,Captive,16.48,146037628,dollars per short ton,short tons
2017,STH,South Total,TOT,Total,59.43,189718728,dollars per short ton,short tons
2017,STH,South Total,OM,Open Market,54.96,105591959,dollars per short ton,short tons
2017,STH,South Total,CAP,Captive,24.29,40114810,dollars per short ton,short tons
2017,MID,Midwest Total,TOT,Total,34.48,117983294,dollars per short ton,short tons
2017,MID,Midwest Total,OM,Open Market,32.45,83647904,dollars per short ton,short tons
2017,MID,Midwest Total,CAP,Captive,36.74,22723040,dollars per short ton,short tons
2017,EST,East Total,TOT,Total,62.29,61672321,dollars per short ton,short tons
2017,EST,East Total,OM,Open Market,59.35,41566185,dollars per short ton,short tons
2017,EST,East Total,CAP,Captive,52.85,2700491,dollars per short ton,short tons
2017,WBO,Other Western,TOT,Total,30.18,70345086,dollars per short ton,short tons
2017,WBO,Other Western,OM,Open Market,29.06,49589023,dollars per short ton,short tons
2017,WBO,Other Western,CAP,Captive,32.74,20610202,dollars per short ton,short tons
2017,UNT,Uinta Basin,TOT,Total,38.85,28017135,dollars per short ton,short tons
2017,UNT,Uinta Basin,OM,Open Market,38.49,16771189,dollars per short ton,short tons
2017,UNT,Uinta Basin,CAP,Captive,42.25,5980331,dollars per short ton,short tons
2017,PRB,Powder River Basin,TOT,Total,12.52,334363117,dollars per short ton,short tons
2017,PRB,Powder River Basin,OM,Open Market,12.49,204783564,dollars per short ton,short tons
2017,PRB,Powder River Basin,CAP,Captive,12.52,124059003,dollars per short ton,short tons
2017,WSB,Western Region Total,TOT,Total,17.1,432725338,dollars per short ton,short tons
2017,WSB,Western Region Total,OM,Open Market,17.13,271143776,dollars per short ton,short tons
2017,WSB,Western Region Total,CAP,Captive,16.47,150649536,dollars per short ton,short tons
2017,INO,Other Interior,TOT,Total,21.41,41965842,dollars per short ton,short tons
2017,INO,Other Interior,OM,Open Market,40.7,10186611,dollars per short ton,short tons
2017,INO,Other Interior,CAP,Captive,14.8,29385603,dollars per short ton,short tons
2017,ILL,Illinois Basin,TOT,Total,40.83,102977160,dollars per short ton,short tons
2017,ILL,Illinois Basin,OM,Open Market,39.99,74108793,dollars per short ton,short tons
2017,ILL,Illinois Basin,CAP,Captive,42.28,16382992,dollars per short ton,short tons
2017,INT,Interior Region Total,TOT,Total,35.21,144943002,dollars per short ton,short tons
2017,INT,Interior Region Total,OM,Open Market,40.08,84295404,dollars per short ton,short tons
2017,INT,Interior Region Total,CAP,Captive,24.64,45768595,dollars per short ton,short tons
2017,APS,Appalachia Southern,TOT,Total,146.2,12964122,dollars per short ton,short tons
2017,APS,Appalachia Southern,OM,Open Market,80.74,3029087,dollars per short ton,short tons
2017,APS,Appalachia Southern,CAP,Captive,98.95,129541,dollars per short ton,short tons
2017,APN,Appalachia Northern,TOT,Total,53.5,106367000,dollars per short ton,short tons
2017,APN,Appalachia Northern,OM,Open Market,51.23,72672072,dollars per short ton,short tons
2017,APN,Appalachia Northern,CAP,Captive,44.07,13221167,dollars per short ton,short tons
2017,APC,Appalachia Central,TOT,Total,78.66,75998563,dollars per short ton,short tons
2017,APC,Appalachia Central,OM,Open Market,68.97,46319737,dollars per short ton,short tons
2017,APC,Appalachia Central,CAP,Captive,85.35,1807130,dollars per short ton,short tons
2017,APP,Appalachia Total,TOT,Total,69.44,195329685,dollars per short ton,short tons
2017,APP,Appalachia Total,OM,Open Market,58.7,122020896,dollars per short ton,short tons
2017,APP,Appalachia Total,CAP,Captive,49.46,15157838,dollars per short ton,short tons
2017,AK,Alaska,TOT,Total,58.84,873463,dollars per short ton,short tons
2017,AK,Alaska,OM,Open Market,w,873463,dollars per short ton,short tons
2017,PCN,Pacific Noncontiguous,TOT,Total,58.84,873463,dollars per short ton,short tons
2017,PCN,Pacific Noncontiguous,OM,Open Market,w,873463,dollars per short ton,short tons
2017,WY,Wyoming,TOT,Total,13.3,316696813,dollars per short ton,short tons
2017,WY,Wyoming,OM,Open Market,w,188378353,dollars per short ton,short tons
2017,WY,Wyoming,CAP,Captive,w,128318460,dollars per short ton,short tons
2017,UT,Utah,TOT,Total,35.28,14661642,dollars per short ton,short tons
2017,UT,Utah,OM,Open Market,w,11615729,dollars per short ton,short tons
2017,UT,Utah,CAP,Captive,w,291882,dollars per short ton,short tons
2017,NM,New Mexico,TOT,Total,34.72,14832578,dollars per short ton,short tons
2017,NM,New Mexico,OM,Open Market,w,9766995,dollars per short ton,short tons
2017,NM,New Mexico,CAP,Captive,w,5065583,dollars per short ton,short tons
2017,MT,Montana,TOT,Total,19.31,35613692,dollars per short ton,short tons
2017,MT,Montana,OM,Open Market,w,23643595,dollars per short ton,short tons
2017,MT,Montana,CAP,Captive,w,6449547,dollars per short ton,short tons
2017,CO,Colorado,TOT,Total,42.52,14703312,dollars per short ton,short tons
2017,CO,Colorado,OM,Open Market,38.7,6133711,dollars per short ton,short tons
2017,CO,Colorado,CAP,Captive,44.26,5912156,dollars per short ton,short tons
2017,AZ,Arizona,TOT,Total,43.39,6242182,dollars per short ton,short tons
2017,AZ,Arizona,OM,Open Market,w,6242182,dollars per short ton,short tons
2017,MTN,Mountain,TOT,Total,16.96,402750219,dollars per short ton,short tons
2017,MTN,Mountain,OM,Open Market,16.88,245780565,dollars per short ton,short tons
2017,MTN,Mountain,CAP,Captive,16.48,146037628,dollars per short ton,short tons
2017,TX,Texas,TOT,Total,18.2,36142264,dollars per short ton,short tons
2017,TX,Texas,OM,Open Market,w,4790554,dollars per short ton,short tons
2017,TX,Texas,CAP,Captive,w,28958264,dollars per short ton,short tons
2017,OK,Oklahoma,TOT,Total,52.78,632251,dollars per short ton,short tons
2017,OK,Oklahoma,OM,Open Market,52.78,632251,dollars per short ton,short tons
2017,LA,Louisiana,TOT,Total,62.86,2102039,dollars per short ton,short tons
2017,LA,Louisiana,OM,Open Market,w,2102039,dollars per short ton,short tons
2017,WSC,West South Central,TOT,Total,21.18,38876554,dollars per short ton,short tons
2017,WSC,West South Central,OM,Open Market,45.1,7524844,dollars per short ton,short tons
2017,WSC,West South Central,CAP,Captive,15.02,28958264,dollars per short ton,short tons
2017,TN,Tennessee,TOT,Total,65.96,404937,dollars per short ton,short tons
2017,TN,Tennessee,OM,Open Market,58.45,325221,dollars per short ton,short tons
2017,MS,Mississippi,TOT,Total,21.9,2844943,dollars per short ton,short tons
2017,MS,Mississippi,OM,Open Market,w,2417422,dollars per short ton,short tons
2017,MS,Mississippi,CAP,Captive,,427339,dollars per short ton,short tons
2017,KYW,Kentucky (West),TOT,Total,44.9,23530167,dollars per short ton,short tons
2017,KYW,Kentucky (West),OM,Open Market,45.53,21932929,dollars per short ton,short tons
2017,KYE,Kentucky (East),TOT,Total,60.82,17884773,dollars per short ton,short tons
2017,KYE,Kentucky (East),OM,Open Market,60.57,14987330,dollars per short ton,short tons
2017,KYE,Kentucky (East),CAP,Captive,71.67,197520,dollars per short ton,short tons
2017,KY,Kentucky,TOT,Total,51.77,41414940,dollars per short ton,short tons
2017,KY,Kentucky,OM,Open Market,51.63,36920259,dollars per short ton,short tons
2017,KY,Kentucky,CAP,Captive,71.67,197520,dollars per short ton,short tons
2017,AL,Alabama,TOT,Total,146.2,12964122,dollars per short ton,short tons
2017,AL,Alabama,OM,Open Market,w,3029087,dollars per short ton,short tons
2017,AL,Alabama,CAP,Captive,w,129541,dollars per short ton,short tons
2017,ESC,East South Central,TOT,Total,71.64,57628942,dollars per short ton,short tons
2017,ESC,East South Central,OM,Open Market,52.29,42691989,dollars per short ton,short tons
2017,ESC,East South Central,CAP,Captive,35.76,754400,dollars per short ton,short tons
2017,WVS,West Virginia (Southern),TOT,Total,81.78,44641649,dollars per short ton,short tons
2017,WVS,West Virginia (Southern),OM,Open Market,w,24803371,dollars per short ton,short tons
2017,WVS,West Virginia (Southern),CAP,Captive,w,1398826,dollars per short ton,short tons
2017,WVN,West Virginia (Northern),TOT,Total,54.35,46768100,dollars per short ton,short tons
2017,WVN,West Virginia (Northern),OM,Open Market,w,29097302,dollars per short ton,short tons
2017,WVN,West Virginia (Northern),CAP,Captive,w,9003320,dollars per short ton,short tons
2017,WV,West Virginia,TOT,Total,67.75,91409749,dollars per short ton,short tons
2017,WV,West Virginia,OM,Open Market,58.5,53900673,dollars per short ton,short tons
2017,WV,West Virginia,CAP,Captive,49.28,10402146,dollars per short ton,short tons
2017,VA,Virginia,TOT,Total,92.84,13067204,dollars per short ton,short tons
2017,VA,Virginia,OM,Open Market,w,6203815,dollars per short ton,short tons
2017,VA,Virginia,CAP,Captive,w,210784,dollars per short ton,short tons
2017,MD,Maryland,TOT,Total,72.68,1803483,dollars per short ton,short tons
2017,MD,Maryland,OM,Open Market,53.35,1474453,dollars per short ton,short tons
2017,SAT,South Atlantic,TOT,Total,70.92,106280436,dollars per short ton,short tons
2017,SAT,South Atlantic,OM,Open Market,61,61578941,dollars per short ton,short tons
2017,SAT,South Atlantic,CAP,Captive,48.91,10612930,dollars per short ton,short tons
2017,ND,North Dakota,TOT,Total,17.82,29101656,dollars per short ton,short tons
2017,ND,North Dakota,OM,Open Market,w,24489748,dollars per short ton,short tons
2017,ND,North Dakota,CAP,Captive,w,4611908,dollars per short ton,short tons
2017,MO,Missouri,TOT,Total,53,244345,dollars per short ton,short tons
2017,MO,Missouri,OM,Open Market,w,244345,dollars per short ton,short tons
2017,WNC,West North Central,TOT,Total,18.12,29346001,dollars per short ton,short tons
2017,WNC,West North Central,OM,Open Market,18.47,24734093,dollars per short ton,short tons
2017,WNC,West North Central,CAP,Captive,16.22,4611908,dollars per short ton,short tons
2017,OH,Ohio,TOT,Total,42.28,9190300,dollars per short ton,short tons
2017,OH,Ohio,OM,Open Market,w,6737947,dollars per short ton,short tons
2017,OH,Ohio,CAP,Captive,w,1728140,dollars per short ton,short tons
2017,IN,Indiana,TOT,Total,42.23,31291996,dollars per short ton,short tons
2017,IN,Indiana,OM,Open Market,42.47,17476582,dollars per short ton,short tons
2017,IN,Indiana,CAP,Captive,42.45,12415501,dollars per short ton,short tons
2017,IL,Illinois,TOT,Total,37.93,48154997,dollars per short ton,short tons
2017,IL,Illinois,OM,Open Market,w,34699282,dollars per short ton,short tons
2017,IL,Illinois,CAP,Captive,w,3967491,dollars per short ton,short tons
2017,ENC,East North Central,TOT,Total,39.9,88637293,dollars per short ton,short tons
2017,ENC,East North Central,OM,Open Market,38.31,58913811,dollars per short ton,short tons
2017,ENC,East North Central,CAP,Captive,41.97,18111132,dollars per short ton,short tons
2017,PAB,Pennsylvania (Bituminous),TOT,Total,52.57,46791916,dollars per short ton,short tons
2017,PAB,Pennsylvania (Bituminous),OM,Open Market,w,33825869,dollars per short ton,short tons
2017,PAB,Pennsylvania (Bituminous),CAP,Captive,w,2273649,dollars per short ton,short tons
2017,PAA,Pennsylvania (Anthracite),TOT,Total,93.17,1813201,dollars per short ton,short tons
2017,PAA,Pennsylvania (Anthracite),OM,Open Market,w,1536501,dollars per short ton,short tons
2017,PAA,Pennsylvania (Anthracite),CAP,Captive,w,216058,dollars per short ton,short tons
2017,PA,Pennsylvania,TOT,Total,54.08,48605117,dollars per short ton,short tons
2017,PA,Pennsylvania,OM,Open Market,w,35362370,dollars per short ton,short tons
2017,PA,Pennsylvania,CAP,Captive,w,2489707,dollars per short ton,short tons
2017,MAT,Middle Atlantic,TOT,Total,54.08,48605117,dollars per short ton,short tons
2017,MAT,Middle Atlantic,OM,Open Market,54.92,35362370,dollars per short ton,short tons
2016,MAT,Middle Atlantic,CAP,Captive,47.73,3330973,dollars per short ton,short tons
2016,US,U.S. Total,TOT,Total,30.57,736804037,dollars per short ton,short tons
2016,US,U.S. Total,OM,Open Market,31.14,475243982,dollars per short ton,short tons
2016,US,U.S. Total,CAP,Captive,22.58,210159308,dollars per short ton,short tons
2016,WMR,West of Mississippi River,TOT,Total,17.83,450735311,dollars per short ton,short tons
2016,WMR,West of Mississippi River,OM,Open Market,17.78,274483808,dollars per short ton,short tons
2016,WMR,West of Mississippi River,CAP,Captive,17.81,172514353,dollars per short ton,short tons
2016,EMR,East of Mississippi River,TOT,Total,50.65,286068726,dollars per short ton,short tons
2016,EMR,East of Mississippi River,OM,Open Market,49.41,200760174,dollars per short ton,short tons
2016,EMR,East of Mississippi River,CAP,Captive,44.44,37644955,dollars per short ton,short tons
2016,WST,West Total,TOT,Total,17.37,380078382,dollars per short ton,short tons
2016,WST,West Total,OM,Open Market,17.26,241351813,dollars per short ton,short tons
2016,WST,West Total,CAP,Captive,17.47,136769132,dollars per short ton,short tons
2016,STH,South Total,TOT,Total,48.08,183100542,dollars per short ton,short tons
2016,STH,South Total,OM,Open Market,51.3,108544951,dollars per short ton,short tons
2016,STH,South Total,CAP,Captive,26.77,43794220,dollars per short ton,short tons
2016,MID,Midwest Total,TOT,Total,36.1,115083031,dollars per short ton,short tons
2016,MID,Midwest Total,OM,Open Market,34.59,82966926,dollars per short ton,short tons
2016,MID,Midwest Total,CAP,Captive,39.24,25556382,dollars per short ton,short tons
2016,EST,East Total,TOT,Total,50.64,58542082,dollars per short ton,short tons
2016,EST,East Total,OM,Open Market,51.82,42380292,dollars per short ton,short tons
2016,EST,East Total,CAP,Captive,44.6,4039574,dollars per short ton,short tons
2016,WBO,Other Western,TOT,Total,29.63,67217427,dollars per short ton,short tons
2016,WBO,Other Western,OM,Open Market,28.35,47828990,dollars per short ton,short tons
2016,WBO,Other Western,CAP,Captive,32.73,19223308,dollars per short ton,short tons
2016,UNT,Uinta Basin,TOT,Total,39.28,26542675,dollars per short ton,short tons
2016,UNT,Uinta Basin,OM,Open Market,37.4,17525851,dollars per short ton,short tons
2016,UNT,Uinta Basin,CAP,Captive,47.87,7224516,dollars per short ton,short tons
2016,PRB,Powder River Basin,TOT,Total,12.95,313907377,dollars per short ton,short tons
2016,PRB,Powder River Basin,OM,Open Market,12.91,199791305,dollars per short ton,short tons
2016,PRB,Powder River Basin,CAP,Captive,13.02,114116072,dollars per short ton,short tons
2016,WSB,Western Region Total,TOT,Total,17.41,407667479,dollars per short ton,short tons
2016,WSB,Western Region Total,OM,Open Market,17.31,265146146,dollars per short ton,short tons
2016,WSB,Western Region Total,CAP,Captive,17.51,140563896,dollars per short ton,short tons
2016,INO,Other Interior,TOT,Total,21.88,46410517,dollars per short ton,short tons
2016,INO,Other Interior,OM,Open Market,29.68,12386260,dollars per short ton,short tons
2016,INO,Other Interior,CAP,Captive,18.96,32244300,dollars per short ton,short tons
2016,ILL,Illinois Basin,TOT,Total,43.07,101625562,dollars per short ton,short tons
2016,ILL,Illinois Basin,OM,Open Market,43.07,78431797,dollars per short ton,short tons
2016,ILL,Illinois Basin,CAP,Captive,43.12,16695943,dollars per short ton,short tons
2016,INT,Interior Region Total,TOT,Total,36.43,148036079,dollars per short ton,short tons
2016,INT,Interior Region Total,OM,Open Market,41.24,90818057,dollars per short ton,short tons
2016,INT,Interior Region Total,CAP,Captive,27.2,48940243,dollars per short ton,short tons
2016,APS,Appalachia Southern,TOT,Total,91.86,9409997,dollars per short ton,short tons
2016,APS,Appalachia Southern,OM,Open Market,81.12,2968333,dollars per short ton,short tons
2016,APS,Appalachia Southern,CAP,Captive,65.15,112600,dollars per short ton,short tons
2016,APN,Appalachia Northern,TOT,Total,49.58,104901954,dollars per short ton,short tons
2016,APN,Appalachia Northern,OM,Open Market,51.1,72449838,dollars per short ton,short tons
2016,APN,Appalachia Northern,CAP,Captive,44.21,18098301,dollars per short ton,short tons
2016,APC,Appalachia Central,TOT,Total,59.45,66788528,dollars per short ton,short tons
2016,APC,Appalachia Central,OM,Open Market,57.49,43861608,dollars per short ton,short tons
2016,APC,Appalachia Central,CAP,Captive,59.52,2444268,dollars per short ton,short tons
2016,APP,Appalachia Total,TOT,Total,55.42,181100479,dollars per short ton,short tons
2016,APP,Appalachia Total,OM,Open Market,54.2,119279779,dollars per short ton,short tons
2016,APP,Appalachia Total,CAP,Captive,46.14,20655169,dollars per short ton,short tons
2016,AK,Alaska,TOT,Total,55.13,972086,dollars per short ton,short tons
2016,AK,Alaska,OM,Open Market,w,897427,dollars per short ton,short tons
2016,PCN,Pacific Noncontiguous,TOT,Total,55.13,972086,dollars per short ton,short tons
2016,PCN,Pacific Noncontiguous,OM,Open Market,w,897427,dollars per short ton,short tons
2016,WY,Wyoming,TOT,Total,13.74,297998604,dollars per short ton,short tons
2016,WY,Wyoming,OM,Open Market,w,180467110,dollars per short ton,short tons
2016,WY,Wyoming,CAP,Captive,w,117531494,dollars per short ton,short tons
2016,UT,Utah,TOT,Total,36.4,14321482,dollars per short ton,short tons
2016,UT,Utah,OM,Open Market,w,11927072,dollars per short ton,short tons
2016,UT,Utah,CAP,Captive,w,1345218,dollars per short ton,short tons
2016,NM,New Mexico,TOT,Total,33.24,14669832,dollars per short ton,short tons
2016,NM,New Mexico,OM,Open Market,w,9749724,dollars per short ton,short tons
2016,NM,New Mexico,CAP,Captive,w,4920108,dollars per short ton,short tons
2016,MT,Montana,TOT,Total,18.84,32687430,dollars per short ton,short tons
2016,MT,Montana,OM,Open Market,w,25899388,dollars per short ton,short tons
2016,MT,Montana,CAP,Captive,w,6788042,dollars per short ton,short tons
2016,CO,Colorado,TOT,Total,42.54,13673088,dollars per short ton,short tons
2016,CO,Colorado,OM,Open Market,35.69,6655232,dollars per short ton,short tons
2016,CO,Colorado,CAP,Captive,51.13,6184270,dollars per short ton,short tons
2016,AZ,Arizona,TOT,Total,43.13,5755860,dollars per short ton,short tons
2016,AZ,Arizona,OM,Open Market,w,5755860,dollars per short ton,short tons
2016,MTN,Mountain,TOT,Total,17.28,379106296,dollars per short ton,short tons
2016,MTN,Mountain,OM,Open Market,17.11,240454386,dollars per short ton,short tons
2016,MTN,Mountain,CAP,Captive,17.47,136769132,dollars per short ton,short tons
2016,TX,Texas,TOT,Total,19.17,39195729,dollars per short ton,short tons
2016,TX,Texas,OM,Open Market,w,8131526,dollars per short ton,short tons
2016,TX,Texas,CAP,Captive,w,29284490,dollars per short ton,short tons
2016,OK,Oklahoma,TOT,Total,53.18,668406,dollars per short ton,short tons
2016,OK,Oklahoma,OM,Open Market,w,668406,dollars per short ton,short tons
2016,LA,Louisiana,TOT,Total,47.13,2906451,dollars per short ton,short tons
2016,LA,Louisiana,OM,Open Market,w,240484,dollars per short ton,short tons
2016,LA,Louisiana,CAP,Captive,w,2665967,dollars per short ton,short tons
2016,AR,Arkansas,TOT,Total,36.39,36781,dollars per short ton,short tons
2016,AR,Arkansas,OM,Open Market,w,36781,dollars per short ton,short tons
2016,WSC,West South Central,TOT,Total,21.61,42807367,dollars per short ton,short tons
2016,WSC,West South Central,OM,Open Market,30.56,9077197,dollars per short ton,short tons
2016,WSC,West South Central,CAP,Captive,19.14,31950457,dollars per short ton,short tons
2016,TN,Tennessee,TOT,Total,60.37,606363,dollars per short ton,short tons
2016,TN,Tennessee,OM,Open Market,60.37,606363,dollars per short ton,short tons
2016,MS,Mississippi,TOT,Total,22.87,3342685,dollars per short ton,short tons
2016,MS,Mississippi,OM,Open Market,w,3048598,dollars per short ton,short tons
2016,MS,Mississippi,CAP,Captive,,293843,dollars per short ton,short tons
2016,KYW,Kentucky (West),TOT,Total,47.94,26969529,dollars per short ton,short tons
2016,KYW,Kentucky (West),OM,Open Market,w,26519427,dollars per short ton,short tons
2016,KYW,Kentucky (West),CAP,Captive,w,374646,dollars per short ton,short tons
2016,KYE,Kentucky (East),TOT,Total,55.44,16519297,dollars per short ton,short tons
2016,KYE,Kentucky (East),OM,Open Market,w,14907523,dollars per short ton,short tons
2016,KYE,Kentucky (East),CAP,Captive,w,519471,dollars per short ton,short tons
2016,KY,Kentucky,TOT,Total,50.79,43488826,dollars per short ton,short tons
2016,KY,Kentucky,OM,Open Market,w,41426950,dollars per short ton,short tons
2016,KY,Kentucky,CAP,Captive,w,894117,dollars per short ton,short tons
2016,AL,Alabama,TOT,Total,91.86,9409997,dollars per short ton,short tons
2016,AL,Alabama,OM,Open Market,w,2968333,dollars per short ton,short tons
2016,AL,Alabama,CAP,Captive,w,112600,dollars per short ton,short tons
2016,ESC,East South Central,TOT,Total,56.05,56847871,dollars per short ton,short tons
2016,ESC,East South Central,OM,Open Market,51.01,48050244,dollars per short ton,short tons
2016,ESC,East South Central,CAP,Captive,41.04,1300560,dollars per short ton,short tons
2016,WVS,West Virginia (Southern),TOT,Total,60.71,37638136,dollars per short ton,short tons
2016,WVS,West Virginia (Southern),OM,Open Market,w,22035139,dollars per short ton,short tons
2016,WVS,West Virginia (Southern),CAP,Captive,w,1216196,dollars per short ton,short tons
2016,WVN,West Virginia (Northern),TOT,Total,52.35,44169047,dollars per short ton,short tons
2016,WVN,West Virginia (Northern),OM,Open Market,w,27952832,dollars per short ton,short tons
2016,WVN,West Virginia (Northern),CAP,Captive,w,9327007,dollars per short ton,short tons
2016,WV,West Virginia,TOT,Total,56.2,81807183,dollars per short ton,short tons
2016,WV,West Virginia,OM,Open Market,55.29,49987971,dollars per short ton,short tons
2016,WV,West Virginia,CAP,Captive,48.13,10543203,dollars per short ton,short tons
2016,VA,Virginia,TOT,Total,60.96,12024732,dollars per short ton,short tons
2016,VA,Virginia,OM,Open Market,w,6312583,dollars per short ton,short tons
2016,VA,Virginia,CAP,Captive,w,708601,dollars per short ton,short tons
2016,MD,Maryland,TOT,Total,57.8,1638121,dollars per short ton,short tons
2016,MD,Maryland,OM,Open Market,52.96,1429539,dollars per short ton,short tons
2016,SAT,South Atlantic,TOT,Total,56.83,95470036,dollars per short ton,short tons
2016,SAT,South Atlantic,OM,Open Market,55.82,57730093,dollars per short ton,short tons
2016,SAT,South Atlantic,CAP,Captive,46.98,11251804,dollars per short ton,short tons
2016,ND,North Dakota,TOT,Total,17.95,27589097,dollars per short ton,short tons
2016,ND,North Dakota,OM,Open Market,w,23794333,dollars per short ton,short tons
2016,ND,North Dakota,CAP,Captive,w,3794764,dollars per short ton,short tons
2016,MO,Missouri,TOT,Total,53,233898,dollars per short ton,short tons
2016,MO,Missouri,OM,Open Market,w,233898,dollars per short ton,short tons
2016,KS,Kansas,TOT,Total,52,26567,dollars per short ton,short tons
2016,KS,Kansas,OM,Open Market,w,26567,dollars per short ton,short tons
2016,WNC,West North Central,TOT,Total,18.28,27849562,dollars per short ton,short tons
2016,WNC,West North Central,OM,Open Market,18.2,24054798,dollars per short ton,short tons
2016,WNC,West North Central,CAP,Captive,18.73,3794764,dollars per short ton,short tons
2016,OH,Ohio,TOT,Total,44.68,12577436,dollars per short ton,short tons
2016,OH,Ohio,OM,Open Market,47.11,6999758,dollars per short ton,short tons
2016,OH,Ohio,CAP,Captive,41.72,5440321,dollars per short ton,short tons
2016,IN,Indiana,TOT,Total,44.55,29446564,dollars per short ton,short tons
2016,IN,Indiana,OM,Open Market,45.79,16681601,dollars per short ton,short tons
2016,IN,Indiana,CAP,Captive,43.14,12592720,dollars per short ton,short tons
2016,IL,Illinois,TOT,Total,39.2,45209469,dollars per short ton,short tons
2016,IL,Illinois,OM,Open Market,w,35230769,dollars per short ton,short tons
2016,IL,Illinois,CAP,Captive,w,3728577,dollars per short ton,short tons
2016,ENC,East North Central,TOT,Total,41.8,87233469,dollars per short ton,short tons
2016,ENC,East North Central,OM,Open Market,41.28,58912128,dollars per short ton,short tons
2016,ENC,East North Central,CAP,Captive,42.82,21761618,dollars per short ton,short tons
2016,PAB,Pennsylvania (Bituminous),TOT,Total,46.4,45085019,dollars per short ton,short tons
2016,PAB,Pennsylvania (Bituminous),OM,Open Market,w,34724871,dollars per short ton,short tons
2016,PAB,Pennsylvania (Bituminous),CAP,Captive,w,3291321,dollars per short ton,short tons
2016,PAA,Pennsylvania (Anthracite),TOT,Total,97.61,1432331,dollars per short ton,short tons
2016,PAA,Pennsylvania (Anthracite),OM,Open Market,w,1342838,dollars per short ton,short tons
2016,PAA,Pennsylvania (Anthracite),CAP,Captive,w,39652,dollars per short ton,short tons
