period,stateRegionId,stateRegionDescription,coalRankId,coalRankDescription,price,price-units
2006,INO,Other Interior,TOT,All,16.5,dollars per short ton
2006,US,U.S. Total,SUB,Subbituminous,10.12,dollars per short ton
2006,US,U.S. Total,LIG,Lignite,13.83,dollars per short ton
2006,US,U.S. Total,BIT,Bituminous,39.61,dollars per short ton
2006,US,U.S. Total,ANT,Anthracite,51.68,dollars per short ton
2006,US,U.S. Total,TOT,All,24.63,dollars per short ton
2006,WMR,West of Mississippi River,SUB,Subbituminous,10.12,dollars per short ton
2006,WMR,West of Mississippi River,LIG,Lignite,13.69,dollars per short ton
2006,WMR,West of Mississippi River,BIT,Bituminous,26.1,dollars per short ton
2006,WMR,West of Mississippi River,TOT,All,12.33,dollars per short ton
2006,EMR,East of Mississippi River,LIG,Lignite,16.95,dollars per short ton
2006,EMR,East of Mississippi River,BIT,Bituminous,41.71,dollars per short ton
2006,EMR,East of Mississippi River,ANT,Anthracite,51.68,dollars per short ton
2006,EMR,East of Mississippi River,TOT,All,41.56,dollars per short ton
2006,WST,West Total,SUB,Subbituminous,10.12,dollars per short ton
2006,WST,West Total,LIG,Lignite,12.25,dollars per short ton
2006,WST,West Total,BIT,Bituminous,25.93,dollars per short ton
2006,WST,West Total,TOT,All,12.06,dollars per short ton
2006,STH,South Total,LIG,Lignite,15.75,dollars per short ton
2006,STH,South Total,BIT,Bituminous,44.84,dollars per short ton
2006,STH,South Total,TOT,All,40.51,dollars per short ton
2006,MID,Midwest Total,LIG,Lignite,10.53,dollars per short ton
2006,MID,Midwest Total,BIT,Bituminous,29.61,dollars per short ton
2006,MID,Midwest Total,TOT,All,24.78,dollars per short ton
2006,EST,East Total,BIT,Bituminous,42.93,dollars per short ton
2006,EST,East Total,ANT,Anthracite,51.68,dollars per short ton
2006,EST,East Total,TOT,All,43.06,dollars per short ton
2006,PRB,Powder River Basin,SUB,Subbituminous,8.92,dollars per short ton
2006,PRB,Powder River Basin,TOT,All,8.92,dollars per short ton
2006,ILL,Illinois Basin,BIT,Bituminous,30.13,dollars per short ton
2006,ILL,Illinois Basin,TOT,All,30.13,dollars per short ton
2006,APS,Appalachia Southern,BIT,Bituminous,48.39,dollars per short ton
2006,APS,Appalachia Southern,TOT,All,48.39,dollars per short ton
2006,APN,Appalachia Northern,BIT,Bituminous,35.57,dollars per short ton
2006,APN,Appalachia Northern,ANT,Anthracite,51.68,dollars per short ton
2006,APN,Appalachia Northern,TOT,All,35.74,dollars per short ton
2006,APC,Appalachia Central,BIT,Bituminous,49.32,dollars per short ton
2006,APC,Appalachia Central,TOT,All,49.32,dollars per short ton
2006,APP,Appalachia Total,BIT,Bituminous,44.52,dollars per short ton
2006,APP,Appalachia Total,ANT,Anthracite,51.68,dollars per short ton
2006,APP,Appalachia Total,TOT,All,44.54,dollars per short ton
2006,AK,Alaska,SUB,Subbituminous,,dollars per short ton
2006,AK,Alaska,TOT,All,,dollars per short ton
2006,PCN,Pacific Noncontiguous,SUB,Subbituminous,,dollars per short ton
2006,PCN,Pacific Noncontiguous,TOT,All,,dollars per short ton
2006,WA,Washington,SUB,Subbituminous,,dollars per short ton
2006,WA,Washington,TOT,All,,dollars per short ton
2006,PCC,Pacific Contiguous,SUB,Subbituminous,,dollars per short ton
2006,PCC,Pacific Contiguous,TOT,All,,dollars per short ton
2006,WY,Wyoming,SUB,Subbituminous,9.21,dollars per short ton
2006,WY,Wyoming,TOT,All,9.21,dollars per short ton
2006,UT,Utah,BIT,Bituminous,23.49,dollars per short ton
2006,UT,Utah,TOT,All,23.49,dollars per short ton
2006,NM,New Mexico,SUB,Subbituminous,,dollars per short ton
2006,NM,New Mexico,BIT,Bituminous,,dollars per short ton
2006,NM,New Mexico,TOT,All,27.59,dollars per short ton
2006,MT,Montana,SUB,Subbituminous,,dollars per short ton
2006,MT,Montana,LIG,Lignite,,dollars per short ton
2006,MT,Montana,TOT,All,10.37,dollars per short ton
2006,CO,Colorado,SUB,Subbituminous,,dollars per short ton
2006,CO,Colorado,BIT,Bituminous,,dollars per short ton
2006,MD,Maryland,TOT,All,30.63,dollars per short ton
2006,CO,Colorado,TOT,All,25.04,dollars per short ton
2006,AZ,Arizona,BIT,Bituminous,,dollars per short ton
2006,AZ,Arizona,TOT,All,,dollars per short ton
2006,MTN,Mountain,SUB,Subbituminous,10.02,dollars per short ton
2006,MTN,Mountain,LIG,Lignite,,dollars per short ton
2006,MTN,Mountain,BIT,Bituminous,25.93,dollars per short ton
2006,SAT,South Atlantic,BIT,Bituminous,47.5,dollars per short ton
2006,MTN,Mountain,TOT,All,11.98,dollars per short ton
2006,TX,Texas,LIG,Lignite,15.08,dollars per short ton
2006,TX,Texas,TOT,All,15.08,dollars per short ton
2006,OK,Oklahoma,BIT,Bituminous,28.85,dollars per short ton
2006,OK,Oklahoma,TOT,All,28.85,dollars per short ton
2006,LA,Louisiana,LIG,Lignite,,dollars per short ton
2006,LA,Louisiana,TOT,All,,dollars per short ton
2006,AR,Arkansas,BIT,Bituminous,,dollars per short ton
2006,AR,Arkansas,TOT,All,,dollars per short ton
2006,WSC,West South Central,LIG,Lignite,15.66,dollars per short ton
2006,WSC,West South Central,BIT,Bituminous,28.86,dollars per short ton
2006,WSC,West South Central,TOT,All,16.19,dollars per short ton
2006,TN,Tennessee,BIT,Bituminous,41.37,dollars per short ton
2006,TN,Tennessee,TOT,All,41.37,dollars per short ton
2006,MS,Mississippi,LIG,Lignite,,dollars per short ton
2006,MS,Mississippi,TOT,All,,dollars per short ton
2006,KYW,Kentucky (West),BIT,Bituminous,29.63,dollars per short ton
2006,KYW,Kentucky (West),TOT,All,29.63,dollars per short ton
2006,KYE,Kentucky (East),BIT,Bituminous,46.69,dollars per short ton
2006,KYE,Kentucky (East),TOT,All,46.69,dollars per short ton
2006,KY,Kentucky,BIT,Bituminous,42.78,dollars per short ton
2006,KY,Kentucky,TOT,All,42.78,dollars per short ton
2006,AL,Alabama,BIT,Bituminous,48.39,dollars per short ton
2006,AL,Alabama,TOT,All,48.39,dollars per short ton
2006,ESC,East South Central,LIG,Lignite,,dollars per short ton
2006,ESC,East South Central,BIT,Bituminous,43.5,dollars per short ton
2006,ESC,East South Central,TOT,All,42.83,dollars per short ton
2006,WVS,West Virginia (Southern),BIT,Bituminous,50.34,dollars per short ton
2006,WVS,West Virginia (Southern),TOT,All,50.34,dollars per short ton
2006,WVN,West Virginia (Northern),BIT,Bituminous,37.0,dollars per short ton
2006,WVN,West Virginia (Northern),TOT,All,37.0,dollars per short ton
2006,WV,West Virginia,BIT,Bituminous,46.69,dollars per short ton
2006,WV,West Virginia,TOT,All,46.69,dollars per short ton
2006,VA,Virginia,BIT,Bituminous,54.38,dollars per short ton
2006,VA,Virginia,TOT,All,54.38,dollars per short ton
2006,MD,Maryland,BIT,Bituminous,30.63,dollars per short ton
2006,SAT,South Atlantic,TOT,All,47.5,dollars per short ton
2006,ND,North Dakota,LIG,Lignite,10.53,dollars per short ton
2006,ND,North Dakota,TOT,All,10.53,dollars per short ton
2006,MO,Missouri,BIT,Bituminous,,dollars per short ton
2006,MO,Missouri,TOT,All,,dollars per short ton
2006,KS,Kansas,BIT,Bituminous,,dollars per short ton
2006,KS,Kansas,TOT,All,,dollars per short ton
2006,WNC,West North Central,LIG,Lignite,10.53,dollars per short ton
2006,WNC,West North Central,BIT,Bituminous,33.65,dollars per short ton
2006,WNC,West North Central,TOT,All,11.15,dollars per short ton
2006,OH,Ohio,BIT,Bituminous,27.31,dollars per short ton
2006,OH,Ohio,TOT,All,27.31,dollars per short ton
2006,IN,Indiana,BIT,Bituminous,29.12,dollars per short ton
2006,IN,Indiana,TOT,All,29.12,dollars per short ton
2006,IL,Illinois,BIT,Bituminous,31.64,dollars per short ton
2006,IL,Illinois,TOT,All,31.64,dollars per short ton
2006,ENC,East North Central,BIT,Bituminous,29.57,dollars per short ton
2006,ENC,East North Central,TOT,All,29.57,dollars per short ton
2006,PAB,Pennsylvania (Bituminous),BIT,Bituminous,37.82,dollars per short ton
2006,PAB,Pennsylvania (Bituminous),TOT,All,37.82,dollars per short ton
2006,PAA,Pennsylvania (Anthracite),ANT,Anthracite,51.68,dollars per short ton
2006,PAA,Pennsylvania (Anthracite),TOT,All,51.68,dollars per short ton
2006,PA,Pennsylvania,BIT,Bituminous,37.82,dollars per short ton
2006,PA,Pennsylvania,ANT,Anthracite,51.68,dollars per short ton
2006,PA,Pennsylvania,TOT,All,38.1,dollars per short ton
2006,MAT,Middle Atlantic,BIT,Bituminous,37.82,dollars per short ton
2006,MAT,Middle Atlantic,ANT,Anthracite,51.68,dollars per short ton
2007,MAT,Middle Atlantic,TOT,All,39.98,dollars per short ton
2007,UNT,Uinta Basin,SUB,Subbituminous,24.09,dollars per short ton
2007,UNT,Uinta Basin,BIT,Bituminous,26.16,dollars per short ton
2007,UNT,Uinta Basin,TOT,All,25.87,dollars per short ton
2007,WSB,Western Region Total,SUB,Subbituminous,11.21,dollars per short ton
2007,WSB,Western Region Total,LIG,Lignite,11.44,dollars per short ton
2007,WSB,Western Region Total,BIT,Bituminous,27.97,dollars per short ton
2007,WSB,Western Region Total,TOT,All,13.02,dollars per short ton
2007,INT,Interior Region Total,LIG,Lignite,17.21,dollars per short ton
2007,INT,Interior Region Total,BIT,Bituminous,32.0,dollars per short ton
2007,INT,Interior Region Total,TOT,All,27.22,dollars per short ton
2007,WBO,Other Western,SUB,Subbituminous,24.43,dollars per short ton
2007,WBO,Other Western,LIG,Lignite,11.44,dollars per short ton
2007,WBO,Other Western,BIT,Bituminous,33.98,dollars per short ton
2007,WBO,Other Western,TOT,All,21.36,dollars per short ton
2007,INO,Other Interior,LIG,Lignite,17.21,dollars per short ton
2007,INO,Other Interior,BIT,Bituminous,35.69,dollars per short ton
2007,INO,Other Interior,TOT,All,18.08,dollars per short ton
2007,EST,East Total,ANT,Anthracite,58.92,dollars per short ton
2007,EST,East Total,TOT,All,44.33,dollars per short ton
2007,PRB,Powder River Basin,SUB,Subbituminous,10.04,dollars per short ton
2007,US,U.S. Total,SUB,Subbituminous,11.21,dollars per short ton
2007,US,U.S. Total,LIG,Lignite,14.99,dollars per short ton
2007,US,U.S. Total,BIT,Bituminous,41.24,dollars per short ton
2007,US,U.S. Total,ANT,Anthracite,58.92,dollars per short ton
2007,US,U.S. Total,TOT,All,25.82,dollars per short ton
2007,WMR,West of Mississippi River,SUB,Subbituminous,11.21,dollars per short ton
2007,WMR,West of Mississippi River,LIG,Lignite,14.87,dollars per short ton
2007,WMR,West of Mississippi River,BIT,Bituminous,28.24,dollars per short ton
2007,WMR,West of Mississippi River,TOT,All,13.37,dollars per short ton
2007,EMR,East of Mississippi River,LIG,Lignite,17.8,dollars per short ton
2007,EMR,East of Mississippi River,BIT,Bituminous,43.1,dollars per short ton
2007,EMR,East of Mississippi River,ANT,Anthracite,58.92,dollars per short ton
2007,PRB,Powder River Basin,TOT,All,10.04,dollars per short ton
2007,EMR,East of Mississippi River,TOT,All,42.97,dollars per short ton
2007,WST,West Total,SUB,Subbituminous,11.21,dollars per short ton
2007,WST,West Total,LIG,Lignite,12.25,dollars per short ton
2007,WST,West Total,BIT,Bituminous,27.97,dollars per short ton
2007,WST,West Total,TOT,All,13.09,dollars per short ton
2007,STH,South Total,LIG,Lignite,17.21,dollars per short ton
2007,STH,South Total,BIT,Bituminous,46.58,dollars per short ton
2007,STH,South Total,TOT,All,42.49,dollars per short ton
2007,MID,Midwest Total,LIG,Lignite,11.43,dollars per short ton
2007,MID,Midwest Total,BIT,Bituminous,30.92,dollars per short ton
2007,MID,Midwest Total,TOT,All,26.24,dollars per short ton
2007,EST,East Total,BIT,Bituminous,44.11,dollars per short ton
2007,ILL,Illinois Basin,BIT,Bituminous,31.91,dollars per short ton
2007,ILL,Illinois Basin,TOT,All,31.91,dollars per short ton
2007,APS,Appalachia Southern,BIT,Bituminous,55.56,dollars per short ton
2007,APS,Appalachia Southern,TOT,All,55.56,dollars per short ton
2007,APN,Appalachia Northern,BIT,Bituminous,37.28,dollars per short ton
2007,APN,Appalachia Northern,ANT,Anthracite,58.92,dollars per short ton
2007,APN,Appalachia Northern,TOT,All,37.5,dollars per short ton
2007,APC,Appalachia Central,BIT,Bituminous,50.21,dollars per short ton
2007,APC,Appalachia Central,TOT,All,50.21,dollars per short ton
2007,APP,Appalachia Total,BIT,Bituminous,45.99,dollars per short ton
2007,APP,Appalachia Total,ANT,Anthracite,58.92,dollars per short ton
2007,APP,Appalachia Total,TOT,All,46.04,dollars per short ton
2007,AK,Alaska,SUB,Subbituminous,,dollars per short ton
2007,AK,Alaska,TOT,All,,dollars per short ton
2007,PCN,Pacific Noncontiguous,SUB,Subbituminous,,dollars per short ton
2007,PCN,Pacific Noncontiguous,TOT,All,,dollars per short ton
2007,WY,Wyoming,SUB,Subbituminous,,dollars per short ton
2007,WY,Wyoming,BIT,Bituminous,,dollars per short ton
2007,WY,Wyoming,TOT,All,10.33,dollars per short ton
2007,UT,Utah,BIT,Bituminous,25.88,dollars per short ton
2007,UT,Utah,TOT,All,25.88,dollars per short ton
2007,NM,New Mexico,SUB,Subbituminous,,dollars per short ton
2007,NM,New Mexico,BIT,Bituminous,,dollars per short ton
2007,NM,New Mexico,TOT,All,28.27,dollars per short ton
2007,MT,Montana,SUB,Subbituminous,,dollars per short ton
2007,MT,Montana,LIG,Lignite,,dollars per short ton
2007,MT,Montana,TOT,All,11.67,dollars per short ton
2007,CO,Colorado,SUB,Subbituminous,,dollars per short ton
2007,CO,Colorado,BIT,Bituminous,,dollars per short ton
2007,CO,Colorado,TOT,All,25.99,dollars per short ton
2007,AZ,Arizona,BIT,Bituminous,,dollars per short ton
2007,AZ,Arizona,TOT,All,,dollars per short ton
2007,MTN,Mountain,SUB,Subbituminous,11.16,dollars per short ton
2007,MTN,Mountain,LIG,Lignite,,dollars per short ton
2007,MTN,Mountain,BIT,Bituminous,27.97,dollars per short ton
2007,MTN,Mountain,TOT,All,13.05,dollars per short ton
2007,TX,Texas,LIG,Lignite,16.53,dollars per short ton
2007,TX,Texas,TOT,All,16.53,dollars per short ton
2007,OK,Oklahoma,BIT,Bituminous,34.8,dollars per short ton
2007,OK,Oklahoma,TOT,All,34.8,dollars per short ton
2007,LA,Louisiana,LIG,Lignite,,dollars per short ton
2007,LA,Louisiana,TOT,All,,dollars per short ton
2007,AR,Arkansas,BIT,Bituminous,,dollars per short ton
2007,AR,Arkansas,TOT,All,,dollars per short ton
2007,WSC,West South Central,LIG,Lignite,17.16,dollars per short ton
2007,WSC,West South Central,BIT,Bituminous,35.69,dollars per short ton
2007,WSC,West South Central,TOT,All,17.85,dollars per short ton
2007,TN,Tennessee,BIT,Bituminous,42.53,dollars per short ton
2007,TN,Tennessee,TOT,All,42.53,dollars per short ton
2007,MS,Mississippi,LIG,Lignite,,dollars per short ton
2007,MS,Mississippi,TOT,All,,dollars per short ton
2007,KYW,Kentucky (West),BIT,Bituminous,32.63,dollars per short ton
2007,KYW,Kentucky (West),TOT,All,32.63,dollars per short ton
2007,KYE,Kentucky (East),BIT,Bituminous,47.06,dollars per short ton
2007,KYE,Kentucky (East),TOT,All,47.06,dollars per short ton
2007,KY,Kentucky,BIT,Bituminous,43.6,dollars per short ton
2007,KY,Kentucky,TOT,All,43.6,dollars per short ton
2007,AL,Alabama,BIT,Bituminous,55.56,dollars per short ton
2007,AL,Alabama,TOT,All,55.56,dollars per short ton
2007,ESC,East South Central,LIG,Lignite,,dollars per short ton
2007,ESC,East South Central,BIT,Bituminous,45.24,dollars per short ton
2007,ESC,East South Central,TOT,All,44.59,dollars per short ton
2007,WVS,West Virginia (Southern),BIT,Bituminous,51.73,dollars per short ton
2007,WVS,West Virginia (Southern),TOT,All,51.73,dollars per short ton
2007,WVN,West Virginia (Northern),BIT,Bituminous,38.72,dollars per short ton
2007,WVN,West Virginia (Northern),TOT,All,38.72,dollars per short ton
2007,WV,West Virginia,BIT,Bituminous,48.12,dollars per short ton
2007,WV,West Virginia,TOT,All,48.12,dollars per short ton
2007,VA,Virginia,BIT,Bituminous,55.36,dollars per short ton
2007,VA,Virginia,TOT,All,55.36,dollars per short ton
2007,MD,Maryland,BIT,Bituminous,33.02,dollars per short ton
2007,MD,Maryland,TOT,All,33.02,dollars per short ton
2007,SAT,South Atlantic,BIT,Bituminous,48.97,dollars per short ton
2007,SAT,South Atlantic,TOT,All,48.97,dollars per short ton
2007,ND,North Dakota,LIG,Lignite,11.43,dollars per short ton
2007,ND,North Dakota,TOT,All,11.43,dollars per short ton
2007,MO,Missouri,BIT,Bituminous,,dollars per short ton
2007,MO,Missouri,TOT,All,,dollars per short ton
2007,KS,Kansas,BIT,Bituminous,,dollars per short ton
2007,KS,Kansas,TOT,All,,dollars per short ton
2007,WNC,West North Central,LIG,Lignite,11.43,dollars per short ton
2007,WNC,West North Central,BIT,Bituminous,35.69,dollars per short ton
2007,WNC,West North Central,TOT,All,11.96,dollars per short ton
2007,OH,Ohio,BIT,Bituminous,28.67,dollars per short ton
2007,OH,Ohio,TOT,All,28.67,dollars per short ton
2007,IN,Indiana,BIT,Bituminous,29.81,dollars per short ton
2007,IN,Indiana,TOT,All,29.81,dollars per short ton
2007,IL,Illinois,BIT,Bituminous,33.64,dollars per short ton
2007,IL,Illinois,TOT,All,33.64,dollars per short ton
2007,ENC,East North Central,BIT,Bituminous,30.89,dollars per short ton
2007,ENC,East North Central,TOT,All,30.89,dollars per short ton
2007,PAB,Pennsylvania (Bituminous),BIT,Bituminous,39.57,dollars per short ton
2007,PAB,Pennsylvania (Bituminous),TOT,All,39.57,dollars per short ton
2007,PAA,Pennsylvania (Anthracite),ANT,Anthracite,58.92,dollars per short ton
2007,PAA,Pennsylvania (Anthracite),TOT,All,58.92,dollars per short ton
2007,PA,Pennsylvania,BIT,Bituminous,39.57,dollars per short ton
2007,PA,Pennsylvania,ANT,Anthracite,58.92,dollars per short ton
2007,PA,Pennsylvania,TOT,All,39.98,dollars per short ton
2007,MAT,Middle Atlantic,BIT,Bituminous,39.57,dollars per short ton
2007,MAT,Middle Atlantic,ANT,Anthracite,58.92,dollars per short ton
2008,MAT,Middle Atlantic,TOT,All,50.77,dollars per short ton
2008,UNT,Uinta Basin,SUB,Subbituminous,25.82,dollars per short ton
2008,UNT,Uinta Basin,BIT,Bituminous,30.45,dollars per short ton
2008,UNT,Uinta Basin,TOT,All,29.88,dollars per short ton
2008,WSB,Western Region Total,SUB,Subbituminous,12.31,dollars per short ton
2008,WSB,Western Region Total,LIG,Lignite,12.94,dollars per short ton
2008,WSB,Western Region Total,BIT,Bituminous,32.76,dollars per short ton
2008,WSB,Western Region Total,TOT,All,14.49,dollars per short ton
2008,INT,Interior Region Total,LIG,Lignite,18.84,dollars per short ton
2008,INT,Interior Region Total,BIT,Bituminous,37.11,dollars per short ton
2008,INT,Interior Region Total,TOT,All,31.43,dollars per short ton
2008,WBO,Other Western,SUB,Subbituminous,28.24,dollars per short ton
2008,WBO,Other Western,LIG,Lignite,12.94,dollars per short ton
2008,WBO,Other Western,BIT,Bituminous,40.66,dollars per short ton
2008,WBO,Other Western,TOT,All,24.75,dollars per short ton
2008,INO,Other Interior,LIG,Lignite,18.84,dollars per short ton
2008,INO,Other Interior,BIT,Bituminous,47.92,dollars per short ton
2008,INO,Other Interior,TOT,All,20.08,dollars per short ton
2008,WVN,West Virginia (Northern),BIT,Bituminous,43.95,dollars per short ton
2008,WVN,West Virginia (Northern),TOT,All,43.95,dollars per short ton
2008,WV,West Virginia,BIT,Bituminous,60.16,dollars per short ton
2008,WV,West Virginia,TOT,All,60.16,dollars per short ton
2008,VA,Virginia,BIT,Bituminous,84.57,dollars per short ton
2008,US,U.S. Total,SUB,Subbituminous,12.31,dollars per short ton
2008,US,U.S. Total,LIG,Lignite,16.5,dollars per short ton
2008,US,U.S. Total,BIT,Bituminous,51.39,dollars per short ton
2008,US,U.S. Total,ANT,Anthracite,60.76,dollars per short ton
2008,US,U.S. Total,TOT,All,31.25,dollars per short ton
2008,WMR,West of Mississippi River,SUB,Subbituminous,12.31,dollars per short ton
2008,WMR,West of Mississippi River,LIG,Lignite,16.42,dollars per short ton
2008,WMR,West of Mississippi River,BIT,Bituminous,33.22,dollars per short ton
2008,WMR,West of Mississippi River,TOT,All,14.87,dollars per short ton
2008,EMR,East of Mississippi River,LIG,Lignite,18.36,dollars per short ton
2008,EMR,East of Mississippi River,BIT,Bituminous,53.93,dollars per short ton
2008,EMR,East of Mississippi River,ANT,Anthracite,60.76,dollars per short ton
2008,EMR,East of Mississippi River,TOT,All,53.73,dollars per short ton
2008,WST,West Total,SUB,Subbituminous,12.31,dollars per short ton
2008,WST,West Total,LIG,Lignite,14.89,dollars per short ton
2008,WST,West Total,BIT,Bituminous,32.76,dollars per short ton
2008,WST,West Total,TOT,All,14.56,dollars per short ton
2008,STH,South Total,LIG,Lignite,18.84,dollars per short ton
2008,STH,South Total,BIT,Bituminous,57.11,dollars per short ton
2008,STH,South Total,TOT,All,52.12,dollars per short ton
2008,MID,Midwest Total,LIG,Lignite,12.92,dollars per short ton
2008,MID,Midwest Total,BIT,Bituminous,38.54,dollars per short ton
2008,WVS,West Virginia (Southern),BIT,Bituminous,65.8,dollars per short ton
2008,WVS,West Virginia (Southern),TOT,All,65.8,dollars per short ton
2008,MID,Midwest Total,TOT,All,32.48,dollars per short ton
2008,EST,East Total,BIT,Bituminous,59.51,dollars per short ton
2008,EST,East Total,ANT,Anthracite,60.76,dollars per short ton
2008,EST,East Total,TOT,All,59.53,dollars per short ton
2008,PRB,Powder River Basin,SUB,Subbituminous,11.03,dollars per short ton
2008,PRB,Powder River Basin,TOT,All,11.03,dollars per short ton
2008,ILL,Illinois Basin,BIT,Bituminous,36.88,dollars per short ton
2008,ILL,Illinois Basin,TOT,All,36.88,dollars per short ton
2008,APS,Appalachia Southern,BIT,Bituminous,71.31,dollars per short ton
2008,APS,Appalachia Southern,TOT,All,71.31,dollars per short ton
2008,APN,Appalachia Northern,BIT,Bituminous,46.59,dollars per short ton
2008,APN,Appalachia Northern,ANT,Anthracite,60.76,dollars per short ton
2008,APN,Appalachia Northern,TOT,All,46.77,dollars per short ton
2008,APC,Appalachia Central,BIT,Bituminous,63.97,dollars per short ton
2008,APC,Appalachia Central,TOT,All,63.97,dollars per short ton
2008,APP,Appalachia Total,BIT,Bituminous,58.3,dollars per short ton
2008,APP,Appalachia Total,ANT,Anthracite,60.76,dollars per short ton
2008,APP,Appalachia Total,TOT,All,58.31,dollars per short ton
2008,AK,Alaska,SUB,Subbituminous,,dollars per short ton
2008,AK,Alaska,TOT,All,,dollars per short ton
2008,PCN,Pacific Noncontiguous,SUB,Subbituminous,,dollars per short ton
2008,PCN,Pacific Noncontiguous,TOT,All,,dollars per short ton
2008,WY,Wyoming,SUB,Subbituminous,,dollars per short ton
2008,WY,Wyoming,BIT,Bituminous,,dollars per short ton
2008,WY,Wyoming,TOT,All,11.39,dollars per short ton
2008,UT,Utah,BIT,Bituminous,26.39,dollars per short ton
2008,UT,Utah,TOT,All,26.39,dollars per short ton
2008,NM,New Mexico,SUB,Subbituminous,,dollars per short ton
2008,NM,New Mexico,BIT,Bituminous,,dollars per short ton
2008,NM,New Mexico,TOT,All,33.16,dollars per short ton
2008,MT,Montana,SUB,Subbituminous,,dollars per short ton
2008,MT,Montana,LIG,Lignite,,dollars per short ton
2008,MT,Montana,TOT,All,12.31,dollars per short ton
2008,CO,Colorado,SUB,Subbituminous,,dollars per short ton
2008,CO,Colorado,BIT,Bituminous,,dollars per short ton
2008,CO,Colorado,TOT,All,32.67,dollars per short ton
2008,AZ,Arizona,BIT,Bituminous,,dollars per short ton
2008,AZ,Arizona,TOT,All,,dollars per short ton
2008,MTN,Mountain,SUB,Subbituminous,12.19,dollars per short ton
2008,MTN,Mountain,LIG,Lignite,,dollars per short ton
2008,MTN,Mountain,BIT,Bituminous,32.76,dollars per short ton
2008,MTN,Mountain,TOT,All,14.46,dollars per short ton
2008,TX,Texas,LIG,Lignite,18.16,dollars per short ton
2008,TX,Texas,TOT,All,18.16,dollars per short ton
2008,OK,Oklahoma,BIT,Bituminous,47.72,dollars per short ton
2008,OK,Oklahoma,TOT,All,47.72,dollars per short ton
2008,LA,Louisiana,LIG,Lignite,,dollars per short ton
2008,LA,Louisiana,TOT,All,,dollars per short ton
2008,AR,Arkansas,BIT,Bituminous,,dollars per short ton
2008,AR,Arkansas,TOT,All,,dollars per short ton
2008,WSC,West South Central,LIG,Lignite,18.87,dollars per short ton
2008,WSC,West South Central,BIT,Bituminous,50.71,dollars per short ton
2008,WSC,West South Central,TOT,All,19.99,dollars per short ton
2008,TN,Tennessee,BIT,Bituminous,48.94,dollars per short ton
2008,TN,Tennessee,TOT,All,48.94,dollars per short ton
2008,MS,Mississippi,LIG,Lignite,,dollars per short ton
2008,MS,Mississippi,TOT,All,,dollars per short ton
2008,KYW,Kentucky (West),BIT,Bituminous,35.53,dollars per short ton
2008,KYW,Kentucky (West),TOT,All,35.53,dollars per short ton
2008,KYE,Kentucky (East),BIT,Bituminous,56.63,dollars per short ton
2008,KYE,Kentucky (East),TOT,All,56.63,dollars per short ton
2008,KY,Kentucky,BIT,Bituminous,51.32,dollars per short ton
2008,KY,Kentucky,TOT,All,51.32,dollars per short ton
2008,AL,Alabama,BIT,Bituminous,71.31,dollars per short ton
2008,AL,Alabama,TOT,All,71.31,dollars per short ton
2008,ESC,East South Central,LIG,Lignite,,dollars per short ton
2008,ESC,East South Central,BIT,Bituminous,54.1,dollars per short ton
2008,ESC,East South Central,TOT,All,53.35,dollars per short ton
2008,VA,Virginia,TOT,All,84.57,dollars per short ton
2008,MD,Maryland,BIT,Bituminous,42.19,dollars per short ton
2008,MD,Maryland,TOT,All,42.19,dollars per short ton
2008,SAT,South Atlantic,BIT,Bituminous,62.96,dollars per short ton
2008,SAT,South Atlantic,TOT,All,62.96,dollars per short ton
2008,ND,North Dakota,LIG,Lignite,12.92,dollars per short ton
2008,ND,North Dakota,TOT,All,12.92,dollars per short ton
2008,MO,Missouri,BIT,Bituminous,,dollars per short ton
2008,MO,Missouri,TOT,All,,dollars per short ton
2008,KS,Kansas,BIT,Bituminous,,dollars per short ton
2008,KS,Kansas,TOT,All,,dollars per short ton
2008,WNC,West North Central,LIG,Lignite,12.92,dollars per short ton
2008,WNC,West North Central,BIT,Bituminous,38.71,dollars per short ton
2008,WNC,West North Central,TOT,All,13.33,dollars per short ton
2008,OH,Ohio,BIT,Bituminous,41.4,dollars per short ton
2008,OH,Ohio,TOT,All,41.4,dollars per short ton
2008,IN,Indiana,BIT,Bituminous,34.95,dollars per short ton
2008,IN,Indiana,TOT,All,34.95,dollars per short ton
2008,IL,Illinois,BIT,Bituminous,40.3,dollars per short ton
2008,IL,Illinois,TOT,All,40.3,dollars per short ton
2008,ENC,East North Central,BIT,Bituminous,38.54,dollars per short ton
2008,ENC,East North Central,TOT,All,38.54,dollars per short ton
2008,PAB,Pennsylvania (Bituminous),BIT,Bituminous,50.52,dollars per short ton
2008,PAB,Pennsylvania (Bituminous),TOT,All,50.52,dollars per short ton
2008,PAA,Pennsylvania (Anthracite),ANT,Anthracite,60.76,dollars per short ton
2008,PAA,Pennsylvania (Anthracite),TOT,All,60.76,dollars per short ton
2008,PA,Pennsylvania,BIT,Bituminous,50.52,dollars per short ton
2008,PA,Pennsylvania,ANT,Anthracite,60.76,dollars per short ton
2008,PA,Pennsylvania,TOT,All,50.77,dollars per short ton
2008,MAT,Middle Atlantic,BIT,Bituminous,50.52,dollars per short ton
2008,MAT,Middle Atlantic,ANT,Anthracite,60.76,dollars per short ton
2009,MAT,Middle Atlantic,TOT,All,55.48,dollars per short ton
